"comment_id","comment_likes_count","comment_message","attacks"
"929227600429869_932358270116802",5,"Its not up to the U.S. or Israel to decide what is normal. If it was, Iran would invade Israel and kill innocent civilians and take everything they had. Then the U.S would do nothing but invite the man most responsible to speak in congress to a standing ovation. That is not normal. It is flat out sickening.",1
"929227600429869_932358270116802",5,"Its not up to the U.S. or Israel to decide what is normal. If it was, Iran would invade Israel and kill innocent civilians and take everything they had. Then the U.S would do nothing but invite the man most responsible to speak in congress to a standing ovation. That is not normal. It is flat out sickening.",1
"929227600429869_932358270116802",5,"Its not up to the U.S. or Israel to decide what is normal. If it was, Iran would invade Israel and kill innocent civilians and take everything they had. Then the U.S would do nothing but invite the man most responsible to speak in congress to a standing ovation. That is not normal. It is flat out sickening.",1
"929227600429869_932358270116802",5,"Its not up to the U.S. or Israel to decide what is normal. If it was, Iran would invade Israel and kill innocent civilians and take everything they had. Then the U.S would do nothing but invite the man most responsible to speak in congress to a standing ovation. That is not normal. It is flat out sickening.",1
"929227600429869_932358270116802",5,"Its not up to the U.S. or Israel to decide what is normal. If it was, Iran would invade Israel and kill innocent civilians and take everything they had. Then the U.S would do nothing but invite the man most responsible to speak in congress to a standing ovation. That is not normal. It is flat out sickening.",1
"929227600429869_932358270116802",5,"Its not up to the U.S. or Israel to decide what is normal. If it was, Iran would invade Israel and kill innocent civilians and take everything they had. Then the U.S would do nothing but invite the man most responsible to speak in congress to a standing ovation. That is not normal. It is flat out sickening.",1
"929227600429869_932358270116802",5,"Its not up to the U.S. or Israel to decide what is normal. If it was, Iran would invade Israel and kill innocent civilians and take everything they had. Then the U.S would do nothing but invite the man most responsible to speak in congress to a standing ovation. That is not normal. It is flat out sickening.",1
"929227600429869_932358270116802",5,"Its not up to the U.S. or Israel to decide what is normal. If it was, Iran would invade Israel and kill innocent civilians and take everything they had. Then the U.S would do nothing but invite the man most responsible to speak in congress to a standing ovation. That is not normal. It is flat out sickening.",1
"929227600429869_932358270116802",5,"Its not up to the U.S. or Israel to decide what is normal. If it was, Iran would invade Israel and kill innocent civilians and take everything they had. Then the U.S would do nothing but invite the man most responsible to speak in congress to a standing ovation. That is not normal. It is flat out sickening.",1
"955540147839750_970592023001229",5,"I Would Like To Thank You For KILLING America. I Am Old And My Days Are Number. But My Grandchildren Will Never Know What A Great Country This Is. They Will Be Dead In 10 Years. And We Can All Thank You. So I Hope You Picked Up Your 30 Pieces Of Silver, When You Sign Your Name To Kill America And Israel... GOD Be With You.",1
"10154558368483340_10154578984243340",0,"WHAT HAVE YOU DONE TO GET JOBS TO COME BACK TO AMERICA.......................................NOTHING . As a matter of fact I believe you want every one sucking at the teet of Government so it's going great far as you are concerned . Try readinig the Declaration of Independence . or the Constitution you might find some words like limited Government for the people not the connected.",1
"1317083031655217_1317908868239300",4,"Glad I don't live in MA anymore...��",1
"904974722925935_905135986243142",0,"Enough liberal catholics running the house. We want a principled conservative who is not cowered down by the liberal bullies and Obama.",1
"445646508940671_445674365604552",0,"I'm excited to see your vote vetoed.",0
"10153665577274415_10153665613919415",3,"Then you need to insist the Republican Party take a uniformed position of sealing the borders and no Amnesty. There is only one way to enter this country and there are laws that state that...no more of this back door approach.",1
"10153728091534546_10153728241509546",0,"Before talking about banning birth control then an alternative needs to be in place.  As during the Jimmy Carter era, then adoption services need proper funding and universal access insured to mothers wanting to adopt out their new born.",1
"10153777222452955_10153779871527955",0,"Unfortunately he is reading Donald Trumps 2nd favorite book... His first is his own, tied with ""I hate everyone and everything"" written and illustrated by Satan... too far?",1
"10154515027291164_10154515179616164",3,"Amazing! The gun lobby has not been indicted in any of thes crimes yet remains the target by the gun grabbers.  It is a constitutional right to own guns.  Yet you and your kind refuse to go after the ones who are guilty of the crimes.  The Gun Lobby is a scapegoat. interesting since NRA supports Harry Reid.",1
"10154597560671164_10154601855171164",1,"If you don't get out and vote you should not complain about what  the President and Congress do that you don't like.",1
"10155028589190884_10155031401205884",5,"I am sorry to say but after your recent actions I can no longer find it in my heart that you sir truly represent the people of Vermont therefore I will no longer support you.",0
"1089678714460758_1091832330912063",3,"please please Co-Sponsor H Resolution 752 to end this evil barbaric dog cat meat trade . These poor terrified defenceless souls need help . PLEASE FIND IT IN YOUR HEART TO HELP They deliberately Torture them Kittens puppies are put into boiling vats of water , They cut limbs off , Blowtorch them . electrocute . hung , beat with metal poles eyes gorged out , nailed to walls , slit throats , many evil methods used all done in front of there caged friends & all done whilst they are still alive ,The more these animals scream the more they laugh , Most of the are stolen pets still wearing collars . I have seen so many horrendous vile video`s of the methods they used IMAGES that I cannot forget this sadistic evil trade has to end .I beg you PLEASE PLEASE HELP THESE VOICELESS BEAUTIFUL INNOCENT SOULS . thank you .",0
"1109418599084028_1109912669034621",0,"He's one who caused it - what a phony!",1
"1131907413490575_1132442043437112",3,"And what about the mothers of 9/11 rescue workers that have to watch their kids suffer and die from the toxic dust at the WTC?  You can honor them by co-sponsoring the Zadroga Act to provide healthcare and compensation to 9/11 rescuers and survivors.   I'm an FDNY fireman that was forced to retire at 33 years old due to illnesses directly related to my exposure to the toxic dust at the WTC. Each year the illnesses pile up and leave me on most days unable to even go outside to play with my three small children. Please tell me why is it that you do not support the Zadroga act? As you may know most of us were not at work on 9/11 yet felt called to action to help the people of our city as well as our fellow firefighters. We lost 343 Firefighters that day and we have lost 130 to cancer directly attributed to that toxic dust in the days since.  These numbers are only going to go up in the future.  Unfortunately these illnesses are not limited to firemen. We have also lost 85 members of the NYPD to 9/11 cancer and there are thousands more still fighting it.  There are 33,000 rescue workers and over 70,000 people in total currently enrolled in the WTC health program covering almost every congressional district. This is not a NYC problem, this is an American problem.  What message are we sending the world when we leave so many people who sacrificed so much to hang out to dry.   We didn't hesitate to react when America was under attack, so why is congress so hesitant to provide us with the health care that we need to survive?   Our government let us down that day and in the days that followed.  That was proven when Republican Chrystie Whitman proclaimed the air at ground zero was safe to breathe.  Congress now has the chance to help us by providing the permanent healthcare that we deserve.       If my 343 brothers proved anything on 9/11/01 it's that we will keep climbing those stairs no matter what awaits us when we get there. I assure you that the steps of the capital pale in comparison to what I had to climb over at the World Trade Center.  I will continue to climb those steps to honor those that came before me and those yet to come because that is what my uniform means to me. I see that you are a Marine,  So I ask you Mr Congressman what does your uniform mean to you? I thank you for you time and for your service to our country.   Respectfully Yours, FF Robert Serra FDNY Squad Co. 18 Ret",1
"1211781608834659_1212391422107011",0,"I am more than a little tired of people telling me that their cousin, uncle, brother or the guy that lived two doors down were in the service as if were some kind of credential.  It sounds too much like trying to take credit for someone else's sacrifice.",1
"486562241505316_502805946547612",0,"They ""Dems"" don't read-- they wait until it is in place to ""find out what is in it"".  I can't help wondering how they ever got through school!!!",1
"933305403382300_937223586323815",2,"Dutch, you'll do anything for a vote. Step up and grow a pair. Pathetic.",1
"1224393494254197_1224697140890499",19,"Shows how ignorant you are of reality, how low you'll pander to constituents and how you're playing into the fear mongering. I'm ashamed of you.",1
"10156895526880720_1388659427826832",5,"I guess the former psychiatrist-in-chief for Johns Hopkins Hospital and its current Distinguished Service Professor of Psychiatry is a bigot too.  You are a typical Democrat, a foolish name caller.  http://cnsnews.com/news/article/michael-w-chapman/johns-hopkins-psychiatrist-transgender-mental-disorder-sex-change",1
"10154534506828787_10154553635293787",0,"Please tell me why no one is talking about Trumps's Rape case and yet Comey can bring up this email thing over and over again?",1
"10153048294231904_10153048311871904",6,"Socialists,marxists,communists and atheists run the white house,where only muslims are allowed to pray.",1
"10152686267577887_10152686808587887",1,"Shameful",1
"10152950008491121_10152950709741121",2,"Two family members who could not do: anything useful in their private lives. Both use/used their constituents to not better the community, but to line their pockets and pockets of their friends. Both a disgrace and poor example of real Hispanics. Both perpetuate lousy stereotypes of local Hispanics. BTW, where is your blonde girlfriend, junior?",1
"950519851663208_950578858323974",1,"we need a comprehensive plan—once and for all— to destroy the Republican establishment and protect our homeland.  Fixed it.",1
"10154057096808787_10154057461973787",0,"Aaaaaaand you just lost the remaining respect I had for you.",1
"1285196004839634_1293596853999549",0,"Are you living in the past?  Gun control is the topic?  Where's your picture of you meeting with LaPierre?  We all know you're in his pocket.",1
"931520606881520_931991013501146",1,"Yada yada yada, still no solutions!",0
"797271783654156_799416606773007",5,"When is enough enough Senator? We already give you clowns trillions in revenue and you can't seem to make it work. You got record amounts last year and yet you have the balls to come ask for more? Seriously? I hope Americans rise up against this insanity.",1
"10153011216916904_10153011762806904",7,"Yes.  God Bless Louie.  I just got off the Tea Party Patriots conference call with you, Louie.  I am very disturbed to listen the Congress's inability to stand up to this president.  What I hear in your voice is defeat or maybe everyone is scared, of what I don't know.  Your job, your position? Bucking Washington?  What I hear is no one will Walk the Walk but can talk the talk.  The people have elected all of you to do what you promised and  stand up to this tyranist POTUS.   I don't like feeling like there is nothing we can ever do to stop this madness.   It is freightening to think that we can't do anything......we just have to go along to get along.  SAD.......very sad.",1
"10152755219667568_10152755439892568",2,"That is some plusgood doublespeak there Congressman.",1
"1687431997949364_1688690891156808",8,"Dear Rep Steve Chabot , I respectfully ask you to PLEASE PLEASE Co-Sponsor H Resolution 752 to end this evil barbaric dog cat meat trade . These poor terrified defenceless souls need help . PLEASE FIND IT IN YOUR HEART TO HELP They deliberately Torture them Kittens puppies are put into boiling vats of water , They cut limbs off , Blowtorch them . electrocute . hung , beat with metal poles eyes gorged out , nailed to walls , slit throats , many evil methods used all done in front of there caged friends & all done whilst they are still alive ,The more these animals scream the more they laugh , Most of the are stolen pets still wearing collars . I have seen so many horrendous vile video`s of the methods they used IMAGES that I cannot forget this sadistic evil trade has to end .I beg you PLEASE PLEASE HELP THESE VOICELESS BEAUTIFUL INNOCENT SOULS . thank you . Like ·",0
"1040911222606988_1041048505926593",2,"Stop using ""crazed"" ""psychotic"" etc. to describe people who commit acts of terrorism like shooting up/bombing planned parenthood. Doing so conflates neurodivergent people/people with mental disabilities with terrorists. GOP/right wing extremists who commit violence against planned parenthood are terrorists and THOSE WHO CONDONE IT are condoning acts of terrorism (looking at you GOP/Tea Party politicians & their supporters).",1
"1014330045279084_1014847401894015",1,"Why isn't planned parenthood being charged with murder ? When they ""cut through a baby's face to harvest his brain while his little heart still beats"" that my dear is MURDER.",0
"10153915217304110_10153944213714110",2,"I'm a resident in your district asking that you show your support for Medicare Advantage. CMS is considering changes to this vital program that could affect my benefits. You have the power to help. www.MedicareChoices.org. Help all senior citizens not to become victims of our government. We do not deserve it as we have contributed all of our lives with a share of our earnings.",1
"1138317329530460_1138944206134439",0,"It is more than unfortunate that you don;t do the job that the people elected you to do! Congress has the power, but you fail to use that power to do the right thing, like having a Budget Ready to go before the end of the Fiscal Year, like you are required to do by LAW. You are JAFO & a RINO to boot...SNAFU...",0
"1120348451385001_1120710914682088",1,"Roy Hall could have been properly diagnosed far earlier if his physician had been screening him annually for lung cancer.  A 15 minute CT scan once a year... that's all it takes",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"1187752577957260_1743847942494528",0,"you all had a democrat house, senate for 2 years, why no gun law then ?",1
"980565908638258_981242935237222",4,"What about humans who can feel pain? Where is your movement for victims of abuse, victims of rape, abandoned children? Every child deserves to be a wanted child. Pro Choice, Pro Family.",1
"1188505487841480_1708535562768722",0,"Yup! ""PENDEJO"" sums it up.  So glad that you are out.",1
"10152828233432239_10152828347222239",2,"Why do we even have Republicans in power anymore? about time for them to go by way of the Wig party.",1
"1090225504336253_1090467664312037",11,"Where did you find that 57% number? I ask because you don't cite your sources and because there is no reference to it in the Reuters article to which you linked. The Reuters article did have one interesting statistic that you might find interesting: ""A CNN/ORC poll taken last week found 53 percent of Americans would blame congressional Republicans for any Homeland Security shutdowns, while only 30 percent would blame Obama."" A  Public Religion Research Institute poll taken Feb. 4-8 found that only 18% of Americans believed immigrants should be deported while 78% agreed that immigrants should either be made citizens or permanent residents. That would appear to contradict your uncited reference. That same poll found that 52% of Americans agreed that  since Congress has not yet acted to address the immigration issue, President Obama's executive action on immigration was justified, compared to 42% who felt it was not. Again, that contradicts your uncredited and increasingly suspicious statistic. Here is the source for those numbers: http://www.pollingreport.com/immigration.htm",1
"1077170029027188_1077256279018563",0,"You are right, Rep. Carlos Curbelo! Democrats blackmailed Republicans by linking Planned Parenthood  funding to funding the fight against the virus. Democrats are responsible.",1
"10154519740761164_10154521732896164",3,"Yeah this bill is basically the law in California. It worked really well there recently. Didn't it? Oh wait, Chicago and wash DC have some of the strictest gun laws in the country as well. Why are they also leading the nation in gun violence? Oh yeah, criminals don't obey laws.",0
"10152730030713424_10152730754118424",10,"Leave it to the republicans to make crap up. How much are the Koch boys paying you Congressman Calvert?",0
"1027916707273026_1030502387014458",0,"What's the SOLUTION???? You CAN NOT Legislate a persons Mental Instability. Hopefully Background checks will help Minimize the Possibility of Human Carnage.",1
"1062485820451995_1062617887105455",1,"I know that you are on this Mike. I also knew that this so called governor was going to be a problem when he was elected.",1
"1545596072137833_1590471594316947",9,"I believe your comments today did nothing but continue division. You are a black man in a high office, making 100s of thousands of dollars. Being or having been lead by a black president. There is not the black suppression of 1872 anymore. To continue to feed the hatred in this country is not bettering us and I ask you to please move forward and continue to build up this country rather than tear it down.",1
"589115997893879_589236267881852",4,"There is absolutely no reason to label GMOs, and simply saying that a product has been produced using ingredients derived from crops grown with GM seeds provides absolutely no useful information about anything at all.",1
"997940230250579_998213143556621",1,"Seems those screaming the loudest about a ""bad deal"" were the same ones telling us the Iraq war would be a success. Makes you wonder.",1
"729867803812109_729874073811482",15,"I am very disappointed that you would support this legislation which is nothing more than a Republican attempt to keep refuges out of our country. The same thing was done with the Jews during WWII when Hitler massacred 6 million of them. Have we learned nothing from history? This s B.S. legislation and you should hang your head in shame for playing into their hands.",1
"1205639946188552_1206188586133688",0,"American commerce has become predatory.",0
"10154720750470839_10154721001020839",3,"If firearms are so scary, why are you protected by them 24/7? Why do you and these people view their lives as more important because you can buy an election? Because you have lobbyists that give you tons of money to buy them votes.   Why do you feel more important? Vote to rid all of capital hill of armed security if you want to be taken seriously. Vote to rid of armed protection for you.",1
"10154066873503424_10154069035463424",4,"I'm voting no on you Ken, for supporting Trump. Time for a change. You haven't been doing your job.",1
"1093126754035250_1096112020403390",0,"The ""Affordable Care Act"" is an oxymoron, whereas its very name is a lie. The ""Affordable Care Act"" made it too expensive to go to the doctor. When a person is forced to pay $400 to $600 a month because they are middle aged, for health insurance premiums with a $6,000 deductible, one would be too afraid to go, because tons of money is dumped on just having health insurance, and anything done is being paid for out-of-pocket to meet the deductible. So it's practically useless other than stealing your money. One single test can cost $6,000. https://www.facebook.com/photo.php?fbid=1119185041444052&set=a.195767497119149.53741.100000577016092&type=1&theater",1
"10153234360161672_10153234478706672",1,"YOU ARE THE CHAIRMAN. Grow a set and do something about it. You have been the Chairman for almost four years and the media has focused on this for over a year. Still under your watch Veterans are still lining up to die. If you don't mind stop talking and take action. Also of note when the VA flooded in Pensacola you saw fit to go to the port for a photo op with a boat. Your lack of action is shameful.",1
"10154668313348632_10154675152668632",2,"Please Congressman Larson. Me and many others have wrote to you many times And you choose to ignore us.  All we are asking is for you to cosponsor BIPARTISAN H RES 752. This is not just about the torture but the children that see this every day. And about the tourists that visit as they don't know what they are eating .they could get rabies and get other health problems. This can't continue it has to be stopped.  And you have that power to do so if you join the other 156 of your fellow Congressmen who agree with us that this needs to end.I urge you to watch the evidence video and you will fully understand why this must stop. And we are running out of time. Thankyou.",1
"1143100289079953_1143419392381376",0,"DOJ attorneys now weighing in on Judicial Watch investigation saying it is ""entirely inappropriate"" to depose Clinton.    If the news report is true, what the hell is a so called independent law enforcement agency weighing in on a civil action! A civil action approved by District court judge Emmett Sullivan.   This is at least tampering,  at most the DOJ is now actively impeding a separate investigation. And, our FBI director James Comey must be getting stonewalled by our Department of Justice!",1
"1083668245029198_1084558894940133",3,"There is a reason the Republicans voted against the legislation. Let me point out that a person can get on the no fly list without ever knowing what or who put him on it.  The individual doesn’t discover they are on the no fly list until they try to fly or purchase a firearm is the day they are blindsided by the fact. If the law got passed, it would have allowed the government to treat a person as if they were a tried and found guilty of a crime which they have not. The law would have removed the ""due processes from the individual’s rights. Well, that and their 2nd amendment rights. The Senate did right, they didn't allow the government to take these rights from citizens without Due Process.",1
"10154330522490802_10154330763750802",3,"Give'em heck Soror!",1
"1150953811597660_1151475478212160",2,"Glad Martha is addressing this, but a rapid response team made up of individuals within the system will not work. Here's what would work: Get 5 decorated for valor, retired command sergeant majors, give them 6 months and cart blanche to fire people as they see fit, and the problem will be fixed....guarenteed!",1
"1272859062727961_1272984702715397",2,"Shame on you.",1
"1154253717946571_1154400984598511",1,"Voting straight democrat...hopefully get those stodgy Repulicans and their backwards thinking out of there!!!!",1
"1052526164795909_1087219167993275",0,"Why won't you let your members impeach the IRS Commissioner? Grow a set weak leader!",1
"1238631042834339_1238763802821063",7,"Dear Black Men ,   If you weren't so valuable and didn't have the potential to be so powerful the world would not be so hell bent on exterminating your very existence .",1
"1233724510011579_1233845383332825",3,"A comment about women that most men made back in the day does not compare to the woman abuse Bill Clinton. Bill Clinton admitted he had several affairs with women over his 40 years this cigar he inserted into Monica Lewinsky's vagina was a way to get himself off and treat her like a hooker trying to keep proof that he Abused women away. Hillary defended Bill Clinton and made Monica Lewinsky look like a w****. A 12 year old child rape victim is made to look like she deserve it and that she should be ashamed of herself. Hillary Clinton has a history of making women look like it is their fault for anything sexual for her whole career. Hillary Clinton has defended men her whole career and you are a piece of crap for supporting Hillary",1
"10154070335838787_839104469550113",0,"So it's ok for Mrs Clinton to say Bernie Sanders should be disqualified, that Clinton called him a liar and blames him for the children's death in Sandy Hook and then when Bernie responds he should then apologise ? Why should she get preferential treatment? Is it because she is female?Shame on you Barbara Boxer for supporting a Republican in Democrats clothing",1
"10153455200946904_10153456542321904",0,"Keep fighting for these little babies killed worst than a frog or a monkey who are dead when they are dissected. I was mortified by the video expose of these cold-hearted women. I had to pull over my car and cry. Has the United States that fought evil in WWII became the same? How are these Mengele's different from those making vivisection of the pregnant woman at the Japanese Unit 731 in WWII. This little hand tells the story of life http://www.dailymail.co.uk/.../Baby-born-23-weeks...",1
"10154543377767908_10154545044597908",344,"Best line of the debate. Hillary to Bernie:  I resent the smear campaign of yours that Barak Obama and I, by taking money from major corporations, have done anything wrong. It has never made me change my mind or vote differently on any issue. Bernie’s reply to Hillary: Oh come on, why do you think these major corporations give money to politicians?  Because they just like to throw money around? I don’t think so.",1
"1422129391135673_1422158214466124",1,"The Bundys should be executed for the three murders in Las Vegas.",1
"980993118693460_982011311924974",0,"Not only can Wells Fargo create mortgage documents out of thin air, but they can create new accounts and customers too! It’s oh so amazing what Wells Fargo can do! By the Lending Lies Team It is now obvious that the major banks have gone rogue. The latest Wall Street scandal shows that 5,800 Wells Fargo employees engaged in identity theft by knowingly setting up ghost accounts not only to bolster their sales commissions but to improve Wells Fargo’s bottom line. Where is the outrage? All customers should close their accounts with Wells Fargo to demonstrate that consumers demand accountability from their banks.",1
"10154597086251164_10154601679956164",0,"so kill an industry and destroy a families way to make a living.............if you really want a change, build nuclear power plants..",0
"982365451876866_983786198401458",0,"So very disappointed you will not be our next VP.",1
"10154064112633083_10154064842388083",2,"You have just stated you have zero faith in America's ability to protect itself,  in its law enforcement officers and judicial process. You have just stated that you believe fewer than 180 men can bring the country to its knees.  You are an abysmal American.  Or are you getting a cut of the billions of our tax dollars we waste on incarcerating 180 men?",1
"10156597420262355_10156602730207355",1,"Vote out legislators who support subsidizing western welfare ranchers and the oil/gas/mining interests with our tax dollars and cheap use of our public land. All 50,000 wild horses in holding could be returned to the public land acreage afforded them by the 1971 protection law, if these subsidized entities and the Dept. of Interior were held accountable. Call Washington DC legislators and insist on accountability. If they do not act, vote them out.",0
"1030826516970689_1030842516969089",3,"Despicable, it's this inaction and detracting from the real issues that has me voting for Peter Jacob come November!",1
"1425083227504946_1427328530613749",0,"""Interfering"" in another nations elections with appraisal, approval and/or condemnation? Ummmmm?......Russia did what? And your words might mean something if you could take a stand on your platform and use those same exact words with your own country! Let's just say, starting with the #ClintonFoundation!!",1
"767453410033628_767688440010125",0,"Thank you Ted for standing up and being counted.  Thought I would never say this, but the Congress needs to be dissolved and all new members elected.  We will NOT See change until we rid ourselves of ALL the members with over 15 years in office.   This is just so bad!!",1
"943459075741023_943475035739427",4,"That he is going away immediately.",1
"10153830401169862_10153830551799862",1,"So sad to see Bibi Netanyahu's lackey get so many votes.  I want someone in congress to represent me, not that right-wing fascist.",1
"10153038517044658_10153039718969658",0,"Start impeachment proceedings now",1
"10153446283117230_10153447235862230",2,"Who are the real victims of the fugitives, gangs, cartels, dangerous deportees roaming the Latino communities?  Why would Congress deny green cards and keep the workers ""illegal"" when Trump wants them to be legal, with dignity and respect?  Why do you think so many Latinos support Trump? He is trying to make America safe for all. Congress and America wants to become a land of laws, not law breakers.",1
"846621185482499_846652595479358",1,"Won't be long now and we will not be allowed to spray a dandelion in our yard or fertilize our grass.",1
"1630679663855040_1631084213814585",0,"If you sell the VA to the existing health care system it would help offset the deficit and stop duplicating services. Then ya can give the vets a Medicare card that's good anywhere and the problem would be solved. Of I forgot Congress doesn't do real common sense fixes!",1
"1411939655498914_1412361852123361",0,"Liberals are the problem in our education system.  Get rid of them and allot of our    problems will disappear.",1
"1026557037370405_1026661600693282",1,"conservative review.com - Hoeven rates 22-23 .....another Judas that won't get my vote in 2016 I believe.",1
"10153036128438411_10153036656238411",0,"Here we go again, higher prices and job loss through over bearing government regulation that spends lots of money but accomplishes nothing. Ever notice the more the government sticks their hands in something the worse it becomes?",1
"1068135176570118_1068214013228901",1,"Are there any efforts in Congress to impeach Obama, considering all the damage he has done to our nation?",0
"933305403382300_936204366425737",0,"I use to like ole dutch!  Now he is no different than any other dumass politician!",1
"10153058852341234_10153060722506234",1,"And ... Obama signed the bill. We need more minerals for more cell phones and other electronic chip style products. You want this to stop? Stop buying new electronic crap.",1
"10153099664967287_10153100501322287",1,"Net neutrality and land grabs when is this corrupt government going to STOP!!! This is our country not the Federal Governments.",1
"10152772050132955_10152842503817955",0,"Way to go Ron Kind!  Lots of cases of pissy pants on here...smh.  I guess they like walker.",1
"10153061163395449_10153061583250449",3,"Don't you get it?  He is proposing a half-assed effort to defeat people he can't even bring himself to define as terrorists.  He is proposing a ""limited"" response knowing full well Republicans will reject it for not going far enough.  Then he can say to the American people that he tried to do something and Republicans stood in the away again.  When are you guys going to stop being Charlie Brown trying to kick the football?",1
"10154349126304122_10154349131989122",8,"totally typical.  Next convention if Hillary is president and the Zika has moved more over the world and arrived here, we will hear the GOP telling us how the Dems did nothing to stop this--just like everything else they voted down and then blamed on the Dems.",1
"10154403404797870_10154406125937870",0,"Couldn't AGREE more the FEC is too partisan and NOT the agency it was intended to be, but a NEW Agency? WHY NOT just a part of another AGENCY? There is FAR TOO MANY people employed by the Federal Government.  SMALLER GOVT., BETTER EFFICIENCY!",1
"1100607539992711_1100948526625279",0,"We had a Constitutional candidate running this year,  but the GOP opted for a tyrannical dictator rather than Constitution.",1
"1135024876536122_1135641663141110",0,"I attended a series of youth soccer ball games today. It was a very uplifting time in the community to see the determination in Our Youth today. Then I realised the reality that these children and all the children of The USA are facing. A Disasterous Economic Catastrophe. There Future Filled With Mass Hunger and Wide Spread Poverty. No WELFARE.  No Food Stamps. No Housing. No Jobs. No Medical. Homosexuality, Transexual, Transgender, Perverted Inmorale Society. Sodomist Society. Why???? To ensure a separation of powers, the U.S. Federal Government is made up of three branches:legislative, executive and judicial. To ensure the government is effective and citizens' rights are protected, each branch has its own powers and responsibilities, including working with the other branches. This System Has Failed our future generations. Because Blood, Inmorality, and Greed Is What This Institution of Our Federal Government is Sewing. It has lost focus of a society to persue their own personal profit and Have Forgotten We The People. 16 Years of Broken Promises. More and More Companies Going Abroad. An Uncontrolled Irresponsible Deficit (20 Trillion Dollars). Unemployment Growing and Growing. Union Enrollment Deminishing In A Declining Workforce. Uncontrolled Immigration Allowed By Congress????? Children Being Poisened By Inmorale Choices. Government Handouts Rising. Printing More and More Monopoly Money. Do You People Have a Conscious. Do You Have Love For Humanity or Just Love For The Death of Moral Principles. Love To Deceive Those You Represent. Please. I ask that You Help Donald Trump In His Goal To Make America Great Again. Where Our Future Generations of Children Have A Choice Where They Will Work and Not A Choice Whether Some Young Boy Will Have His Mother Dress Him Like A Weirdo and Send Him To School As A Girl. Or A Government That Applauds Bruce Jenner For Being A Fruit Cake. Fix and Payback Social Security. Stop SSI. Stop immigrants from coming and Robbing Americans Social Programs. Quit Giving Other Countries Americans Tax Dollars. Tax Religious Groups and Have That Money Pay The Food Stamp Bill. Take over the energy market. Socialize Energy. Providing Free Electricity and Natural Gas To All Americans and Businesses. Stop State and Federal Income Tax Returns. Have The IRS Place a Federal Flat Tax on Purchases. Not Income. The State To Place A Flat Tax on Purchases Only. Make it a law that oil products are exempt from taxes. Make It A Law That Congress Will Pay The Deficit and Establish Budgets Within Their Means. It's Easy Guys If You Truely Cared. Please and Most of All. LIVE By The Words Of Our God Almighty That Had His Only Begotten Son Hang From A Cross To Support That All Men Are Created Equal, and Love Is To Hate Wrong. To Hate Wrongful Actions. Not People. But Not To Support Wrong. Gay Marraige Should Not Be A Topic Of Consideration By Our Supreme Court. Our Supreme Court Shouldn't Be Approving Weirdo Bathroom Laws. Are You Screwing Insane????? Wake-up Ladies and Gentleman. The Time Is Now.",1
"969126963142408_975453025843135",0,"Do you really think we have enough troops to make a difference. I think its weak",1
"994219317290157_994645563914199",1,"Every member of Congress and all candidates must answer one question: 1. What will you do about the illegals already in America?"" Border security is a no-brainer. But to leave horrendous problems to prey on our citizens is treasonous. If GOP nominates a Bush type there is quickly growing support for letting Hillary win. From a strategic standpoint it's the own option that makes sense. She would quickly fuel flames of dissent and plain gut anger. Hillary would be the launch pad for major system overhaul or rebuild. (There is no way we can ever again elect a workable government from a racially and culturally shattered country. Numbers just don't work. This is a holding action, a snapping point is approaching.)",0
